,Incident Number,Incident Date,Time Num,Street,Alt Street,Intersection,Mile Post,Accident Type,Collision Type,Hit and Run,Involved Fatal Injury,Involved Medical Transport,Involved Placarded Truck,Posted Speed,Total Vehicles Involved,Weather Code,pedestrian,bicycle,Drug Involved,Alcohol Involved,Latitude,Longitude,Location WKT,Location,Light Condition,year,month,day,hour,day_of_week
601,23-048993,2023-05-10 09:00:00,9.0,1300 E 3rd St,,N Highland Park Ave,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,35.0,1,Clear,1,0,0.0,0.0,35.043072,-85.279331,POINT (-85.279331 35.043072),"(35.043072, -85.279331)",Daylight,2023,5,10,9,2
602,23-050055,2023-05-12 18:06:00,18.0,400 N Market St,,Parking lot,,Possible Injury,Not Collision with Motor Vehicle in Transport,1,0,0,0,,1,Clear,1,0,0.0,0.0,35.065196,-85.308341,POINT (-85.308341 35.065196),"(35.065196, -85.308341)",Daylight,2023,5,12,18,4
603,23-051352,2023-05-15 21:00:00,21.0,7625 Standifer Gap Rd,,Walker Rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,1,0,0,0,45.0,1,Clear,1,0,0.0,0.0,35.02965,-85.148708,POINT (-85.148708 35.02965),"(35.029650, -85.148708)",Dark - Unknown Lighting,2023,5,15,21,0
604,23-053389,2023-05-20 18:38:00,18.5,300-398 Mccallie Ave,,Houston St,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,1,0,0,0,30.0,1,Clear,1,0,0.0,0.0,35.04763,-85.30644,POINT (-85.30644 35.04763),"(35.047630, -85.306440)",Daylight,2023,5,20,18,5
605,23-054451,2023-05-23 12:57:00,13.0,1600 E 23rd St,,S Holly St,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,,1,Clear,1,0,0.0,0.0,35.020674,-85.288894,POINT (-85.288894 35.020674),"(35.020674, -85.288894)",Daylight,2023,5,23,12,1
606,23-055074,2023-05-24 21:50:00,22.0,5518 Brainerd Rd,,Spring Creek Rd,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,40.0,1,Clear,1,0,0.0,1.0,35.009528,-85.218556,POINT (-85.218556 35.009528),"(35.009528, -85.218556)",Dark - Lighted,2023,5,24,21,2
607,23-055162,2023-05-25 05:30:00,5.5,3200 Clio Ave,,E 32nd St,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,1,0,1,0,30.0,1,Clear,1,0,0.0,0.0,35.007748,-85.292197,POINT (-85.292197 35.007748),"(35.007748, -85.292197)",Dawn,2023,5,25,5,3
608,23-058623,2023-06-02 15:55:00,16.0,865 E 3rd St,,Collins St,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,30.0,1,Clear,1,0,0.0,0.0,35.049753,-85.295057,POINT (-85.295057 35.049753),"(35.049753, -85.295057)",Daylight,2023,6,2,15,4
609,23-058662,2023-06-02 17:10:00,17.0,6925 Lee Hwy,,Park Drive,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,0,0,20.0,1,Clear,1,0,0.0,0.0,35.04384,-85.164693,POINT (-85.164693 35.04384),"(35.043840, -85.164693)",Daylight,2023,6,2,17,4
610,23-059264,2023-06-04 00:16:00,0.5,,I-24,4th Ave,181.2,Fatal,Not Collision with Motor Vehicle in Transport,1,1,0,0,55.0,1,Clear,1,0,0.0,1.0,35.014461,-85.273661,POINT (-85.273661 35.014461),"(35.0144610, -85.273661)",Dark - Lighted,2023,6,4,0,6
611,23-059603,2023-06-04 18:00:00,18.0,6101 Lee Hwy,,Lee Hwy,,Possible Injury,Not Collision with Motor Vehicle in Transport,1,0,0,0,15.0,1,Clear,1,0,0.0,0.0,35.030545,-85.189874,POINT (-85.189874 35.030545),"(35.030545, -85.189874)",Daylight,2023,6,4,18,6
612,23-060182,2023-06-06 12:09:00,12.0,5764 Highway 153,,Parking Lot,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,15.0,1,Clear,1,0,0.0,0.0,35.152975,-85.24562,POINT (-85.24562 35.152975),"(35.152975, -85.245620)",Daylight,2023,6,6,12,1
613,23-060687,2023-06-07 14:00:00,14.0,5500 Highway 153,SR-5500,Gadd Rd,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,25.0,1,Clear,1,0,0.0,0.0,35.142401,-85.248276,POINT (-85.248276 35.142401),"(35.142401, -85.248276)",Daylight,2023,6,7,14,2
614,23-067809,2023-06-24 21:42:00,21.5,4266 Bonny Oaks Dr,SR-58,S. Access Rd.,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,1,0,1,0,45.0,1,Clear,1,0,,,35.080507,-85.214627,POINT (-85.214627 35.080507),"(35.080507, -85.214627)",Dark - Lighted,2023,6,24,21,5
615,23-069901,2023-06-30 06:05:00,6.0,E Main St,,S Holtzclaw Ave,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,35.0,1,Clear,1,0,0.0,0.0,35.028961,-85.288147,POINT (-85.288147 35.028961),"(35.028961, -85.288147)",Dawn,2023,6,30,6,4
616,23-069940,2023-06-30 08:55:00,9.0,1512 Market Street,,East 16th Street,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,0,0,35.0,1,Clear,1,0,0.0,0.0,35.0354593,-85.307463,POINT (-85.307463 35.0354593),"(35.0354593, -85.307463)",Daylight,2023,6,30,8,4
617,23-072599,2023-07-06 18:20:00,18.5,7655 E Brainerd Rd,,Mackey Branch,,Property Damage Under,Not Collision with Motor Vehicle in Transport,0,0,0,0,15.0,1,Clear,1,0,0.0,0.0,35.011978,-85.156288,POINT (-85.156288 35.011978),"(35.011978, -85.156288)",Daylight,2023,7,6,18,3
618,23-073308,2023-07-08 11:00:00,11.0,727 E 11th St,,Peeples St,,Fatal,Not Collision with Motor Vehicle in Transport,1,1,1,0,30.0,1,Clear,1,0,,,35.040477,-85.299892,POINT (-85.299892 35.040477),"(35.040477, -85.299892)",Daylight,2023,7,8,11,5
619,23-073524,2023-07-08 21:12:00,21.0,5900 Hwy 58,SR-58,Congress Ln,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,45.0,1,Clear,1,0,0.0,0.0,35.0812493,-85.263202,POINT (-85.263202 35.0812493),"(35.0812493, -85.263202)",Dark - Not Lighted,2023,7,8,21,5
620,23-074447,2023-07-11 09:35:00,9.5,1966 Northpoint Blvd,,1966 Northpoint Blvd,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,15.0,1,Clear,1,0,0.0,0.0,35.13596,-85.242122,POINT (-85.242122 35.13596),"(35.135960, -85.242122)",Daylight,2023,7,11,9,1
621,23-076054,2023-07-15 06:32:00,6.5,101 Glenwood Dr,,McCallie Ave,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,35.0,1,Clear,1,0,0.0,0.0,35.032474,-85.263942,POINT (-85.263942 35.032474),"(35.032474, -85.263942)",Daylight,2023,7,15,6,5
622,23-076603,2023-07-16 13:30:00,13.5,3100 Dodds Ave,,East 31st St,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,35.0,1,Clear,1,0,0.0,1.0,35.005707,-85.278981,POINT (-85.278981 35.005707),"(35.005707, -85.278981)",Daylight,2023,7,16,13,6
623,23-078989,2023-07-22 09:00:00,9.0,1635 Chestnut St,,W Main Street,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,,1,Cloudy,1,0,0.0,0.0,35.037013,-85.314404,POINT (-85.314404 35.037013),"(35.037013, -85.314404)",Daylight,2023,7,22,9,5
624,23-079142,2023-07-22 16:23:00,16.5,1804 Gunbarrel Rd,,Crane Rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,1,0,0,0,15.0,1,Clear,1,0,0.0,0.0,35.023728,-85.158508,POINT (-85.158508 35.023728),"(35.023728, -85.158508)",Daylight,2023,7,22,16,5
625,23-080982,2023-07-27 10:16:00,10.5,1920 Northpoint Blvd,,Northpoint Blvd,,Possible Injury,Not Collision with Motor Vehicle in Transport,1,0,0,0,30.0,1,Clear,1,0,0.0,0.0,35.138731,-85.245469,POINT (-85.245469 35.138731),"(35.138731, -85.245469)",Daylight,2023,7,27,10,3
626,23-082477,2023-07-30 21:20:00,21.5,5600 Brainerd Rd,,Brainerd Rd,,Fatal,Not Collision with Motor Vehicle in Transport,0,1,1,0,40.0,1,Clear,1,0,0.0,0.0,35.006571,-85.213298,POINT (-85.213298 35.006571),"(35.006571, -85.213298)",Dark - Lighted,2023,7,30,21,6
627,23-088507,2023-08-14 13:15:00,13.5,490 Greenway View Dr,SR-490,Brainerd Rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,15.0,1,Clear,1,0,0.0,0.0,35.008702,-85.205208,POINT (-85.205208 35.008702),"(35.008702, -85.205208)",Daylight,2023,8,14,13,0
628,23-090463,2023-08-19 11:45:00,12.0,7000 Hwy 153,,Hwy 27 offramp,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,45.0,1,Clear,1,0,0.0,0.0,35.185302,-85.246471,POINT (-85.246471 35.185302),"(35.185302, -85.246471)",Daylight,2023,8,19,11,5
629,23-093329,2023-08-26 13:00:00,13.0,727 E 11th St,SR-700,Peeples Street,,Possible Injury,Not Collision with Motor Vehicle in Transport,1,0,1,0,30.0,1,Clear,1,0,0.0,0.0,35.040477,-85.299892,POINT (-85.299892 35.040477),"(35.040477, -85.299892)",Daylight,2023,8,26,13,5
630,23-096050,2023-09-01 12:45:00,13.0,4700 Midland Pike,,N Parkdale Ave,,Possible Injury,Not Collision with Motor Vehicle in Transport,1,0,1,0,45.0,1,Clear,1,0,0.0,0.0,35.02737,-85.224889,POINT (-85.224889 35.02737),"(35.027370, -85.224889)",Daylight,2023,9,1,12,4
631,23-097228,2023-09-05 10:56:00,11.0,1700 Gunbarrel Rd,,Crane Rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,35.0,1,Clear,1,0,0.0,0.0,35.021618,-85.160209,POINT (-85.160209 35.021618),"(35.021618, -85.160209)",Daylight,2023,9,5,10,1
632,23-098315,2023-09-08 06:25:00,6.5,1300 Central Ave,SR-1300,E 13th St,,Fatal,Not Collision with Motor Vehicle in Transport,0,1,1,0,55.0,1,Clear,1,0,0.0,0.0,35.033943,-85.295302,POINT (-85.295302 35.033943),"(35.033943, -85.295302)",Dark - Unknown Lighting,2023,9,8,6,4
633,23-022943,2023-03-04 20:47:00,21.0,311 Broad St,,W 3rd St,,Possible Injury,Not Collision with Motor Vehicle in Transport,1,0,1,0,30.0,1,Clear,1,0,0.0,0.0,35.012954,-85.228277,POINT (-85.228277 35.012954),"(35.012954, -85.228277)",Dark - Lighted,2023,3,4,20,5
